cand_name id desc_x Output
c1126 1126 9.26 NA
c1127 1127 9.27 NA
c1128 1128 9.28 NA
c1129 1129 9.29 NA
c1130 1130 9.3 NA
c1131 1131 9.31 NA
c1132 1132 9.32 NA
c1133 1133 9.33 NA
c1134 1134 9.34 NA
c1135 1135 9.35 NA
c1136 1136 9.36 NA
c1137 1137 9.37 NA
c1138 1138 9.38 NA
c1139 1139 9.39 NA
c1140 1140 9.4 NA
c1141 1141 9.41 NA
c1142 1142 9.42 NA
c1143 1143 9.43 NA
c1144 1144 9.44 NA
c1145 1145 9.45 NA
c1146 1146 9.46 NA
c1147 1147 9.47 NA
c1148 1148 9.48 NA
c1149 1149 9.49 NA
c1150 1150 9.5 NA
c1151 1151 9.51 NA
c1152 1152 9.52 NA
c1153 1153 9.53 NA
c1154 1154 9.54 NA
c1155 1155 9.55 NA
c1156 1156 9.56 NA
c1157 1157 9.57 NA
c1158 1158 9.58 NA
c1159 1159 9.59 NA
c1160 1160 9.6 NA
c1161 1161 9.61 NA
c1162 1162 9.62 NA
c1163 1163 9.63 NA
c1164 1164 9.64 NA
c1165 1165 9.65 NA
c1166 1166 9.66 NA
c1167 1167 9.67 NA
c1168 1168 9.68 NA
c1169 1169 9.69 NA
c1170 1170 9.7 NA
c1171 1171 9.71 NA
c1172 1172 9.72 NA
c1173 1173 9.73 NA
c1174 1174 9.74 NA
c1175 1175 9.75 NA
c1176 1176 9.76 NA
c1177 1177 9.77 NA
c1178 1178 9.78 NA
c1179 1179 9.79 NA
c1180 1180 9.8 NA
c1181 1181 9.81 NA
c1182 1182 9.82 NA
c1183 1183 9.83 NA
c1184 1184 9.84 NA
c1185 1185 9.85 NA
c1186 1186 9.86 NA
c1187 1187 9.87 NA
c1188 1188 9.88 NA
c1189 1189 9.89 NA
c1190 1190 9.9 NA
c1191 1191 9.91 NA
c1192 1192 9.92 NA
c1193 1193 9.93 NA
c1194 1194 9.94 NA
c1195 1195 9.95 NA
c1196 1196 9.96 NA
c1197 1197 9.97 NA
c1198 1198 9.98 NA
c1199 1199 9.99 NA
c1200 1200 10.0 NA
